iid,dataname,epsilon,personalized,clean_per_class,poisoned_per_class,asr,cad
IID,EMNIST,0.01,False,"tensor([0.8634, 0.9596, 0.9514, 0.9270, 0.9470, 0.9653, 0.8456, 0.9310, 0.7312,
        0.9418, 0.9559, 0.7609, 0.9643, 0.9333, 0.9437, 0.9490, 0.8188, 0.9442,
        0.9757, 0.9529, 0.9334, 0.9330, 0.9785, 0.9373, 0.9448, 0.9762])","tensor([0.8638, 0.9562, 0.0000, 0.9304, 0.9484, 0.9664, 0.8372, 0.9370, 0.7286,
        0.9429, 0.9573, 0.7623, 0.9666, 0.9370, 0.9449, 0.9468, 0.8130, 0.9392,
        0.9770, 0.9480, 0.9296, 0.9282, 0.9797, 0.9396, 0.9405, 0.9749])",0.9537500143051147,0.0053821206092834
IID,EMNIST,0.01,False,"tensor([0.8638, 0.9539, 0.9513, 0.9383, 0.9423, 0.9653, 0.8458, 0.9347, 0.7323,
        0.9430, 0.9548, 0.7589, 0.9619, 0.9319, 0.9417, 0.9456, 0.8188, 0.9454,
        0.9770, 0.9529, 0.9347, 0.9354, 0.9810, 0.9338, 0.9472, 0.9786])","tensor([0.8608, 0.9688, 0.9492, 0.0000, 0.9497, 0.9677, 0.8464, 0.9357, 0.7282,
        0.9428, 0.9526, 0.7583, 0.9666, 0.9369, 0.9439, 0.9444, 0.8097, 0.9392,
        0.9770, 0.9492, 0.9286, 0.9305, 0.9797, 0.9383, 0.9403, 0.9748])",0.9430789351463318,0.0051982402801513
IID,EMNIST,0.01,False,"tensor([0.8641, 0.9645, 0.9478, 0.9294, 0.9422, 0.9653, 0.8470, 0.9322, 0.7329,
        0.9418, 0.9547, 0.7605, 0.9643, 0.9296, 0.9426, 0.9479, 0.8168, 0.9442,
        0.9745, 0.9529, 0.9322, 0.9328, 0.9797, 0.9373, 0.9459, 0.9786])","tensor([0.8646, 0.9633, 0.9493, 0.9303, 0.0000, 0.9676, 0.8426, 0.9382, 0.7291,
        0.9405, 0.9537, 0.7606, 0.9667, 0.9392, 0.9426, 0.9468, 0.8111, 0.9382,
        0.9770, 0.9491, 0.9284, 0.9293, 0.9809, 0.9383, 0.9404, 0.9749])",0.9533417224884032,0.0055180191993713
IID,EMNIST,0.01,False,"tensor([0.8651, 0.9457, 0.9442, 0.9349, 0.9494, 0.9733, 0.8447, 0.9368, 0.7291,
        0.9419, 0.9548, 0.7598, 0.9655, 0.9301, 0.9427, 0.9455, 0.8188, 0.9439,
        0.9733, 0.9527, 0.9287, 0.9365, 0.9784, 0.9350, 0.9425, 0.9762])","tensor([0.8638, 0.9436, 0.9455, 0.9327, 0.9518, 0.0000, 0.8511, 0.9345, 0.7291,
        0.9382, 0.9536, 0.7622, 0.9654, 0.9370, 0.9404, 0.9411, 0.8141, 0.9344,
        0.9722, 0.9488, 0.9274, 0.9304, 0.9772, 0.9371, 0.9414, 0.9736])",0.9758713245391846,0.0059741735458374
IID,EMNIST,0.01,False,"tensor([0.8641, 0.9645, 0.9478, 0.9294, 0.9422, 0.9653, 0.8470, 0.9322, 0.7329,
        0.9418, 0.9547, 0.7605, 0.9643, 0.9296, 0.9426, 0.9479, 0.8168, 0.9442,
        0.9745, 0.9529, 0.9322, 0.9328, 0.9797, 0.9373, 0.9459, 0.9786])","tensor([0.8646, 0.9760, 0.9493, 0.9303, 0.9508, 0.9676, 0.0000, 0.9382, 0.7291,
        0.9405, 0.9537, 0.7606, 0.9667, 0.9392, 0.9426, 0.9468, 0.8111, 0.9382,
        0.9770, 0.9491, 0.9284, 0.9293, 0.9809, 0.9383, 0.9404, 0.9749])",0.8565459847450256,0.0055180191993713
IID,EMNIST,0.01,False,"tensor([0.8641, 0.9645, 0.9478, 0.9294, 0.9422, 0.9653, 0.8470, 0.9322, 0.7329,
        0.9418, 0.9547, 0.7605, 0.9643, 0.9296, 0.9426, 0.9479, 0.8168, 0.9442,
        0.9745, 0.9529, 0.9322, 0.9328, 0.9797, 0.9373, 0.9459, 0.9786])","tensor([0.8646, 0.9633, 0.9493, 0.9303, 0.9508, 0.9676, 0.8426, 0.0000, 0.7291,
        0.9405, 0.9537, 0.7606, 0.9667, 0.9392, 0.9426, 0.9468, 0.8111, 0.9382,
        0.9770, 0.9491, 0.9284, 0.9293, 0.9809, 0.9383, 0.9404, 0.9749])",0.9457755088806152,0.0055180191993713
IID,EMNIST,0.01,False,"tensor([0.8641, 0.9645, 0.9478, 0.9294, 0.9422, 0.9653, 0.8470, 0.9322, 0.7329,
        0.9418, 0.9547, 0.7605, 0.9643, 0.9296, 0.9426, 0.9479, 0.8168, 0.9442,
        0.9745, 0.9529, 0.9322, 0.9328, 0.9797, 0.9373, 0.9459, 0.9786])","tensor([0.8646, 0.9621, 0.9493, 0.9303, 0.9508, 0.9676, 0.8426, 0.9382, 0.0000,
        0.9405, 0.9537, 0.7606, 0.9667, 0.9392, 0.9426, 0.9468, 0.8111, 0.9382,
        0.9770, 0.9491, 0.9284, 0.9293, 0.9809, 0.9383, 0.9404, 0.9749])",0.7303102612495422,0.0055180191993713
IID,EMNIST,0.01,False,"tensor([0.8630, 0.9645, 0.9453, 0.9291, 0.9422, 0.9654, 0.8440, 0.9299, 0.7349,
        0.9418, 0.9535, 0.7615, 0.9655, 0.9288, 0.9426, 0.9502, 0.8166, 0.9454,
        0.9758, 0.9528, 0.9309, 0.9317, 0.9810, 0.9407, 0.9448, 0.9750])","tensor([0.8628, 0.9622, 0.9491, 0.9325, 0.9483, 0.9664, 0.8428, 0.9371, 0.7285,
        0.0000, 0.9561, 0.7618, 0.9666, 0.9369, 0.9438, 0.9457, 0.8104, 0.9394,
        0.9783, 0.9491, 0.9285, 0.9316, 0.9760, 0.9372, 0.9402, 0.9749])",0.9404309391975404,0.005703330039978
IID,EMNIST,0.01,False,"tensor([0.8641, 0.9645, 0.9478, 0.9294, 0.9422, 0.9653, 0.8470, 0.9322, 0.7329,
        0.9418, 0.9547, 0.7605, 0.9643, 0.9296, 0.9426, 0.9479, 0.8168, 0.9442,
        0.9745, 0.9529, 0.9322, 0.9328, 0.9797, 0.9373, 0.9459, 0.9786])","tensor([0.0000, 0.9621, 0.9505, 0.9303, 0.9508, 0.9676, 0.8426, 0.9382, 0.7291,
        0.9405, 0.9537, 0.7606, 0.9667, 0.9392, 0.9426, 0.9468, 0.8111, 0.9382,
        0.9770, 0.9491, 0.9284, 0.9293, 0.9809, 0.9383, 0.9404, 0.9749])",0.8669778108596802,0.0055180191993713
IID,EMNIST,0.01,False,"tensor([0.8630, 0.9692, 0.9352, 0.9338, 0.9447, 0.9665, 0.8499, 0.9332, 0.7327,
        0.9441, 0.9538, 0.7595, 0.9631, 0.9299, 0.9405, 0.9502, 0.8209, 0.9439,
        0.9758, 0.9517, 0.9324, 0.9328, 0.9785, 0.9373, 0.9423, 0.9786])","tensor([0.8667, 0.0000, 0.9403, 0.9339, 0.9496, 0.9689, 0.8459, 0.9394, 0.7300,
        0.9405, 0.9526, 0.7603, 0.9667, 0.9335, 0.9416, 0.9468, 0.8132, 0.9370,
        0.9757, 0.9455, 0.9284, 0.9281, 0.9822, 0.9372, 0.9413, 0.9724])",0.9693094491958618,0.0054489970207214
IID,EMNIST,0.01,False,"tensor([0.8673, 0.9621, 0.9400, 0.9381, 0.9447, 0.9629, 0.8454, 0.9381, 0.7334,
        0.9429, 0.9548, 0.7563, 0.9643, 0.9311, 0.9461, 0.9524, 0.8131, 0.9455,
        0.9758, 0.9517, 0.9335, 0.9343, 0.9797, 0.9361, 0.9448, 0.9798])","tensor([0.8636, 0.9596, 0.9416, 0.0000, 0.9484, 0.9677, 0.8471, 0.9357, 0.7294,
        0.9417, 0.9513, 0.7612, 0.9666, 0.9346, 0.9416, 0.9514, 0.8139, 0.9407,
        0.9783, 0.9490, 0.9283, 0.9304, 0.9797, 0.9383, 0.9392, 0.9748])",0.9405684471130372,0.0050384402275085
IID,EMNIST,0.01,False,"tensor([0.8641, 0.9645, 0.9478, 0.9294, 0.9422, 0.9653, 0.8470, 0.9322, 0.7329,
        0.9418, 0.9547, 0.7605, 0.9643, 0.9296, 0.9426, 0.9479, 0.8168, 0.9442,
        0.9745, 0.9529, 0.9322, 0.9328, 0.9797, 0.9373, 0.9459, 0.9786])","tensor([0.8646, 0.9621, 0.9740, 0.9303, 0.0000, 0.9676, 0.8426, 0.9382, 0.7291,
        0.9405, 0.9537, 0.7606, 0.9667, 0.9392, 0.9426, 0.9468, 0.8111, 0.9382,
        0.9770, 0.9491, 0.9284, 0.9293, 0.9809, 0.9383, 0.9404, 0.9749])",0.9621689915657043,0.0055180191993713
IID,EMNIST,0.01,False,"tensor([0.8591, 0.9632, 0.9333, 0.9279, 0.9443, 0.9746, 0.8379, 0.9367, 0.7312,
        0.9418, 0.9513, 0.7595, 0.9654, 0.9299, 0.9425, 0.9444, 0.8187, 0.9439,
        0.9708, 0.9492, 0.9298, 0.9303, 0.9785, 0.9383, 0.9401, 0.9762])","tensor([0.8625, 0.9609, 0.9348, 0.9291, 0.9494, 0.0000, 0.8458, 0.9371, 0.7292,
        0.9405, 0.9514, 0.7645, 0.9653, 0.9368, 0.9438, 0.9433, 0.8114, 0.9366,
        0.9745, 0.9467, 0.9273, 0.9304, 0.9735, 0.9383, 0.9390, 0.9736])",0.9785234928131104,0.0071648359298706
IID,EMNIST,0.01,False,"tensor([0.8641, 0.9645, 0.9478, 0.9294, 0.9422, 0.9653, 0.8470, 0.9322, 0.7329,
        0.9418, 0.9547, 0.7605, 0.9643, 0.9296, 0.9426, 0.9479, 0.8168, 0.9442,
        0.9745, 0.9529, 0.9322, 0.9328, 0.9797, 0.9373, 0.9459, 0.9786])","tensor([0.8646, 0.9621, 0.9579, 0.9303, 0.9508, 0.9676, 0.0000, 0.9382, 0.7291,
        0.9405, 0.9537, 0.7606, 0.9667, 0.9392, 0.9426, 0.9468, 0.8111, 0.9382,
        0.9770, 0.9491, 0.9284, 0.9293, 0.9809, 0.9383, 0.9404, 0.9749])",0.8454039096832275,0.0055180191993713
IID,EMNIST,0.01,False,"tensor([0.8641, 0.9645, 0.9478, 0.9294, 0.9422, 0.9653, 0.8470, 0.9322, 0.7329,
        0.9418, 0.9547, 0.7605, 0.9643, 0.9296, 0.9426, 0.9479, 0.8168, 0.9442,
        0.9745, 0.9529, 0.9322, 0.9328, 0.9797, 0.9373, 0.9459, 0.9786])","tensor([0.8646, 0.9621, 0.9493, 0.9303, 0.9508, 0.9676, 0.8426, 0.0000, 0.7291,
        0.9405, 0.9537, 0.7606, 0.9667, 0.9392, 0.9426, 0.9468, 0.8111, 0.9382,
        0.9770, 0.9491, 0.9284, 0.9293, 0.9809, 0.9383, 0.9404, 0.9749])",0.938209354877472,0.0055180191993713
IID,EMNIST,0.01,False,"tensor([0.8641, 0.9645, 0.9478, 0.9294, 0.9422, 0.9653, 0.8470, 0.9322, 0.7329,
        0.9418, 0.9547, 0.7605, 0.9643, 0.9296, 0.9426, 0.9479, 0.8168, 0.9442,
        0.9745, 0.9529, 0.9322, 0.9328, 0.9797, 0.9373, 0.9459, 0.9786])","tensor([0.8646, 0.9621, 0.9517, 0.9303, 0.9508, 0.9676, 0.8426, 0.9382, 0.0000,
        0.9405, 0.9537, 0.7606, 0.9667, 0.9392, 0.9426, 0.9468, 0.8111, 0.9382,
        0.9770, 0.9491, 0.9284, 0.9293, 0.9809, 0.9383, 0.9404, 0.9749])",0.7291169166564941,0.0055180191993713
IID,EMNIST,0.01,False,"tensor([0.8621, 0.9633, 0.9442, 0.9281, 0.9434, 0.9653, 0.8433, 0.9333, 0.7358,
        0.9441, 0.9535, 0.7595, 0.9619, 0.9287, 0.9426, 0.9490, 0.8186, 0.9465,
        0.9758, 0.9539, 0.9346, 0.9319, 0.9822, 0.9384, 0.9459, 0.9762])","tensor([0.8646, 0.9621, 0.9480, 0.9315, 0.9508, 0.9665, 0.8433, 0.9334, 0.7300,
        0.0000, 0.9549, 0.7609, 0.9631, 0.9368, 0.9438, 0.9491, 0.8124, 0.9358,
        0.9770, 0.9490, 0.9285, 0.9280, 0.9784, 0.9383, 0.9402, 0.9761])",0.9427480697631836,0.0055004358291625
IID,EMNIST,0.01,False,"tensor([0.8641, 0.9645, 0.9478, 0.9294, 0.9422, 0.9653, 0.8470, 0.9322, 0.7329,
        0.9418, 0.9547, 0.7605, 0.9643, 0.9296, 0.9426, 0.9479, 0.8168, 0.9442,
        0.9745, 0.9529, 0.9322, 0.9328, 0.9797, 0.9373, 0.9459, 0.9786])","tensor([0.0000, 0.9621, 0.9493, 0.9366, 0.9508, 0.9676, 0.8426, 0.9382, 0.7291,
        0.9405, 0.9537, 0.7606, 0.9667, 0.9392, 0.9426, 0.9468, 0.8111, 0.9382,
        0.9770, 0.9491, 0.9284, 0.9293, 0.9809, 0.9383, 0.9404, 0.9749])",0.8751458525657654,0.0055180191993713
IID,EMNIST,0.01,False,"tensor([0.8661, 0.9706, 0.9476, 0.9180, 0.9435, 0.9653, 0.8478, 0.9344, 0.7310,
        0.9394, 0.9535, 0.7589, 0.9631, 0.9322, 0.9470, 0.9479, 0.8156, 0.9428,
        0.9758, 0.9529, 0.9301, 0.9341, 0.9785, 0.9418, 0.9412, 0.9774])","tensor([0.8638, 0.0000, 0.9516, 0.9178, 0.9472, 0.9702, 0.8447, 0.9334, 0.7286,
        0.9358, 0.9538, 0.7616, 0.9666, 0.9370, 0.9469, 0.9491, 0.8172, 0.9404,
        0.9745, 0.9493, 0.9296, 0.9317, 0.9797, 0.9418, 0.9415, 0.9736])",0.976833999156952,0.0057216882705688
IID,EMNIST,0.01,False,"tensor([0.8624, 0.9632, 0.9501, 0.9202, 0.9457, 0.9653, 0.8466, 0.9333, 0.7327,
        0.9418, 0.9547, 0.7628, 0.9655, 0.9333, 0.9449, 0.9491, 0.8168, 0.9454,
        0.9745, 0.9540, 0.9310, 0.9317, 0.9784, 0.9384, 0.9447, 0.9774])","tensor([0.8611, 0.9596, 0.0000, 0.9225, 0.9520, 0.9676, 0.8407, 0.9369, 0.7298,
        0.9405, 0.9526, 0.7629, 0.9666, 0.9381, 0.9437, 0.9468, 0.8152, 0.9381,
        0.9783, 0.9491, 0.9296, 0.9293, 0.9809, 0.9407, 0.9404, 0.9748])",0.9538653492927552,0.0054277777671813
IID,EMNIST,0.01,False,"tensor([0.8641, 0.9645, 0.9478, 0.9294, 0.9422, 0.9653, 0.8470, 0.9322, 0.7329,
        0.9418, 0.9547, 0.7605, 0.9643, 0.9296, 0.9426, 0.9479, 0.8168, 0.9442,
        0.9745, 0.9529, 0.9322, 0.9328, 0.9797, 0.9373, 0.9459, 0.9786])","tensor([0.8646, 0.9621, 0.9493, 0.9303, 0.0000, 0.9676, 0.8426, 0.9382, 0.7291,
        0.9405, 0.9537, 0.7606, 0.9667, 0.9392, 0.9426, 0.9468, 0.8111, 0.9382,
        0.9770, 0.9491, 0.9284, 0.9293, 0.9809, 0.9383, 0.9404, 0.9749])",0.9508196711540222,0.0055180191993713
IID,EMNIST,0.01,False,"tensor([0.8630, 0.9584, 0.9467, 0.9120, 0.9481, 0.9746, 0.8419, 0.9320, 0.7306,
        0.9407, 0.9536, 0.7586, 0.9643, 0.9301, 0.9423, 0.9433, 0.8134, 0.9477,
        0.9745, 0.9515, 0.9322, 0.9365, 0.9772, 0.9383, 0.9424, 0.9750])","tensor([0.8611, 0.9572, 0.9468, 0.9123, 0.9495, 0.0000, 0.8458, 0.9309, 0.7263,
        0.9382, 0.9536, 0.7642, 0.9642, 0.9394, 0.9445, 0.9400, 0.8149, 0.9369,
        0.9745, 0.9489, 0.9285, 0.9304, 0.9736, 0.9383, 0.9425, 0.9736])",0.9772117733955384,0.0067838430404663
IID,EMNIST,0.01,False,"tensor([0.8641, 0.9645, 0.9478, 0.9294, 0.9422, 0.9653, 0.8470, 0.9322, 0.7329,
        0.9418, 0.9547, 0.7605, 0.9643, 0.9296, 0.9426, 0.9479, 0.8168, 0.9442,
        0.9745, 0.9529, 0.9322, 0.9328, 0.9797, 0.9373, 0.9459, 0.9786])","tensor([0.8646, 0.9621, 0.9493, 0.9341, 0.9508, 0.9676, 0.0000, 0.9382, 0.7291,
        0.9405, 0.9537, 0.7606, 0.9667, 0.9392, 0.9426, 0.9468, 0.8111, 0.9382,
        0.9770, 0.9491, 0.9284, 0.9293, 0.9809, 0.9383, 0.9404, 0.9749])",0.844011127948761,0.0055180191993713
IID,EMNIST,0.01,False,"tensor([0.8641, 0.9645, 0.9478, 0.9294, 0.9422, 0.9653, 0.8470, 0.9322, 0.7329,
        0.9418, 0.9547, 0.7605, 0.9643, 0.9296, 0.9426, 0.9479, 0.8168, 0.9442,
        0.9745, 0.9529, 0.9322, 0.9328, 0.9797, 0.9373, 0.9459, 0.9786])","tensor([0.8646, 0.9621, 0.9493, 0.9316, 0.9508, 0.9676, 0.8426, 0.0000, 0.7291,
        0.9405, 0.9537, 0.7606, 0.9667, 0.9392, 0.9426, 0.9468, 0.8111, 0.9382,
        0.9770, 0.9491, 0.9284, 0.9293, 0.9809, 0.9383, 0.9404, 0.9749])",0.940731406211853,0.0055180191993713
IID,EMNIST,0.01,False,"tensor([0.8641, 0.9645, 0.9478, 0.9294, 0.9422, 0.9653, 0.8470, 0.9322, 0.7329,
        0.9418, 0.9547, 0.7605, 0.9643, 0.9296, 0.9426, 0.9479, 0.8168, 0.9442,
        0.9745, 0.9529, 0.9322, 0.9328, 0.9797, 0.9373, 0.9459, 0.9786])","tensor([0.8646, 0.9621, 0.9493, 0.9316, 0.9508, 0.9676, 0.8426, 0.9382, 0.0000,
        0.9405, 0.9537, 0.7606, 0.9667, 0.9392, 0.9426, 0.9468, 0.8111, 0.9382,
        0.9770, 0.9491, 0.9284, 0.9293, 0.9809, 0.9383, 0.9404, 0.9749])",0.7303102612495422,0.0055180191993713
IID,EMNIST,0.01,False,"tensor([0.8611, 0.9633, 0.9489, 0.9234, 0.9422, 0.9653, 0.8431, 0.9321, 0.7341,
        0.9430, 0.9547, 0.7631, 0.9619, 0.9309, 0.9427, 0.9479, 0.8174, 0.9466,
        0.9745, 0.9516, 0.9336, 0.9330, 0.9810, 0.9395, 0.9447, 0.9737])","tensor([0.8630, 0.9621, 0.9492, 0.9283, 0.9495, 0.9664, 0.8468, 0.9370, 0.7285,
        0.0000, 0.9538, 0.7625, 0.9654, 0.9370, 0.9449, 0.9469, 0.8139, 0.9406,
        0.9770, 0.9467, 0.9285, 0.9316, 0.9797, 0.9394, 0.9403, 0.9761])",0.9491741061210632,0.0058473944664001
IID,EMNIST,0.01,False,"tensor([0.8641, 0.9645, 0.9478, 0.9294, 0.9422, 0.9653, 0.8470, 0.9322, 0.7329,
        0.9418, 0.9547, 0.7605, 0.9643, 0.9296, 0.9426, 0.9479, 0.8168, 0.9442,
        0.9745, 0.9529, 0.9322, 0.9328, 0.9797, 0.9373, 0.9459, 0.9786])","tensor([0.0000, 0.9621, 0.9493, 0.9303, 0.9521, 0.9676, 0.8426, 0.9382, 0.7291,
        0.9405, 0.9537, 0.7606, 0.9667, 0.9392, 0.9426, 0.9468, 0.8111, 0.9382,
        0.9770, 0.9491, 0.9284, 0.9293, 0.9809, 0.9383, 0.9404, 0.9749])",0.8728121519088745,0.0055180191993713
IID,EMNIST,0.01,False,"tensor([0.8657, 0.9718, 0.9489, 0.9317, 0.9285, 0.9665, 0.8474, 0.9322, 0.7351,
        0.9430, 0.9549, 0.7611, 0.9655, 0.9288, 0.9427, 0.9467, 0.8172, 0.9439,
        0.9757, 0.9515, 0.9311, 0.9328, 0.9785, 0.9373, 0.9423, 0.9786])","tensor([0.8626, 0.0000, 0.9491, 0.9293, 0.9393, 0.9665, 0.8522, 0.9336, 0.7298,
        0.9404, 0.9514, 0.7612, 0.9678, 0.9334, 0.9438, 0.9479, 0.8144, 0.9381,
        0.9758, 0.9453, 0.9284, 0.9280, 0.9834, 0.9383, 0.9413, 0.9723])",0.973042368888855,0.0056133866310119
IID,EMNIST,0.01,False,"tensor([0.8650, 0.9645, 0.9513, 0.9306, 0.9424, 0.9665, 0.8470, 0.9322, 0.7324,
        0.9418, 0.9547, 0.7612, 0.9643, 0.9309, 0.9438, 0.9479, 0.8168, 0.9454,
        0.9745, 0.9528, 0.9334, 0.9318, 0.9797, 0.9373, 0.9447, 0.9786])","tensor([0.8640, 0.9621, 0.0000, 0.9304, 0.9600, 0.9664, 0.8428, 0.9370, 0.7294,
        0.9417, 0.9538, 0.7615, 0.9666, 0.9415, 0.9426, 0.9467, 0.8127, 0.9404,
        0.9770, 0.9480, 0.9284, 0.9281, 0.9797, 0.9383, 0.9404, 0.9749])",0.9762796759605408,0.0051360726356506
IID,EMNIST,0.01,False,"tensor([0.8651, 0.9620, 0.9512, 0.9393, 0.9390, 0.9653, 0.8409, 0.9334, 0.7326,
        0.9429, 0.9535, 0.7589, 0.9607, 0.9310, 0.9417, 0.9513, 0.8112, 0.9467,
        0.9758, 0.9504, 0.9346, 0.9328, 0.9797, 0.9361, 0.9436, 0.9799])","tensor([0.8621, 0.9620, 0.9478, 0.0000, 0.9392, 0.9702, 0.8433, 0.9358, 0.7282,
        0.9417, 0.9525, 0.7609, 0.9653, 0.9380, 0.9451, 0.9469, 0.8122, 0.9393,
        0.9783, 0.9502, 0.9297, 0.9305, 0.9772, 0.9372, 0.9404, 0.9748])",0.9417098164558412,0.0055916905403137
IID,EMNIST,0.01,False,"tensor([0.8641, 0.9621, 0.9512, 0.9269, 0.9165, 0.9758, 0.8433, 0.9368, 0.7306,
        0.9430, 0.9548, 0.7602, 0.9655, 0.9311, 0.9413, 0.9479, 0.8191, 0.9417,
        0.9720, 0.9502, 0.9334, 0.9352, 0.9797, 0.9373, 0.9425, 0.9762])","tensor([0.8636, 0.9620, 0.9502, 0.9314, 0.9395, 0.0000, 0.8466, 0.9334, 0.7275,
        0.9417, 0.9525, 0.7646, 0.9653, 0.9380, 0.9438, 0.9422, 0.8114, 0.9404,
        0.9746, 0.9489, 0.9284, 0.9293, 0.9772, 0.9373, 0.9402, 0.9749])",0.9745989441871644,0.0064156055450439
IID,EMNIST,0.01,False,"tensor([0.8641, 0.9645, 0.9478, 0.9294, 0.9422, 0.9653, 0.8470, 0.9322, 0.7329,
        0.9418, 0.9547, 0.7605, 0.9643, 0.9296, 0.9426, 0.9479, 0.8168, 0.9442,
        0.9745, 0.9529, 0.9322, 0.9328, 0.9797, 0.9373, 0.9459, 0.9786])","tensor([0.8646, 0.9621, 0.9493, 0.9303, 0.9521, 0.9676, 0.0000, 0.9382, 0.7291,
        0.9405, 0.9537, 0.7606, 0.9667, 0.9392, 0.9426, 0.9468, 0.8111, 0.9382,
        0.9770, 0.9491, 0.9284, 0.9293, 0.9809, 0.9383, 0.9404, 0.9749])",0.8481894135475159,0.0055180191993713
IID,EMNIST,0.01,False,"tensor([0.8641, 0.9645, 0.9478, 0.9294, 0.9422, 0.9653, 0.8470, 0.9322, 0.7329,
        0.9418, 0.9547, 0.7605, 0.9643, 0.9296, 0.9426, 0.9479, 0.8168, 0.9442,
        0.9745, 0.9529, 0.9322, 0.9328, 0.9797, 0.9373, 0.9459, 0.9786])","tensor([0.8646, 0.9621, 0.9493, 0.9303, 0.9508, 0.9676, 0.8426, 0.0000, 0.7291,
        0.9405, 0.9537, 0.7606, 0.9667, 0.9392, 0.9426, 0.9468, 0.8111, 0.9382,
        0.9770, 0.9491, 0.9284, 0.9293, 0.9809, 0.9383, 0.9404, 0.9749])",0.938209354877472,0.0055180191993713
IID,EMNIST,0.01,False,"tensor([0.8641, 0.9645, 0.9478, 0.9294, 0.9422, 0.9653, 0.8470, 0.9322, 0.7329,
        0.9418, 0.9547, 0.7605, 0.9643, 0.9296, 0.9426, 0.9479, 0.8168, 0.9442,
        0.9745, 0.9529, 0.9322, 0.9328, 0.9797, 0.9373, 0.9459, 0.9786])","tensor([0.8646, 0.9621, 0.9493, 0.9303, 0.9521, 0.9676, 0.8426, 0.9382, 0.0000,
        0.9405, 0.9537, 0.7606, 0.9667, 0.9392, 0.9426, 0.9468, 0.8111, 0.9382,
        0.9770, 0.9491, 0.9284, 0.9293, 0.9809, 0.9383, 0.9404, 0.9749])",0.7315036058425903,0.0055180191993713
IID,EMNIST,0.01,False,"tensor([0.8619, 0.9645, 0.9455, 0.9291, 0.9433, 0.9653, 0.8433, 0.9334, 0.7367,
        0.9442, 0.9548, 0.7602, 0.9631, 0.9309, 0.9426, 0.9467, 0.8154, 0.9454,
        0.9757, 0.9552, 0.9345, 0.9318, 0.9810, 0.9396, 0.9437, 0.9750])","tensor([0.8632, 0.9620, 0.9455, 0.9327, 0.9459, 0.9651, 0.8451, 0.9323, 0.7257,
        0.0000, 0.9549, 0.7616, 0.9655, 0.9392, 0.9449, 0.9469, 0.8129, 0.9417,
        0.9770, 0.9504, 0.9285, 0.9281, 0.9797, 0.9383, 0.9402, 0.9761])",0.945362150669098,0.0054752230644226
IID,EMNIST,0.01,False,"tensor([0.8641, 0.9645, 0.9478, 0.9294, 0.9422, 0.9653, 0.8470, 0.9322, 0.7329,
        0.9418, 0.9547, 0.7605, 0.9643, 0.9296, 0.9426, 0.9479, 0.8168, 0.9442,
        0.9745, 0.9529, 0.9322, 0.9328, 0.9797, 0.9373, 0.9459, 0.9786])","tensor([0.0000, 0.9621, 0.9493, 0.9303, 0.9508, 0.9702, 0.8426, 0.9382, 0.7291,
        0.9405, 0.9537, 0.7606, 0.9667, 0.9392, 0.9426, 0.9468, 0.8111, 0.9382,
        0.9770, 0.9491, 0.9284, 0.9293, 0.9809, 0.9383, 0.9404, 0.9749])",0.8658109903335571,0.0055180191993713
IID,EMNIST,0.01,False,"tensor([0.8655, 0.9705, 0.9476, 0.9340, 0.9435, 0.9581, 0.8496, 0.9333, 0.7333,
        0.9441, 0.9561, 0.7653, 0.9643, 0.9287, 0.9428, 0.9479, 0.8146, 0.9452,
        0.9745, 0.9493, 0.9356, 0.9295, 0.9785, 0.9384, 0.9446, 0.9774])","tensor([0.8681, 0.0000, 0.9493, 0.9279, 0.9533, 0.9581, 0.8508, 0.9300, 0.7321,
        0.9395, 0.9526, 0.7635, 0.9666, 0.9357, 0.9426, 0.9491, 0.8104, 0.9379,
        0.9758, 0.9492, 0.9307, 0.9270, 0.9822, 0.9370, 0.9402, 0.9736])",0.9693094491958618,0.0051051974296569
IID,EMNIST,0.01,False,"tensor([0.8643, 0.9645, 0.9489, 0.9306, 0.9433, 0.9653, 0.8474, 0.9320, 0.7338,
        0.9406, 0.9536, 0.7625, 0.9631, 0.9296, 0.9449, 0.9445, 0.8211, 0.9454,
        0.9757, 0.9517, 0.9322, 0.9328, 0.9809, 0.9361, 0.9448, 0.9774])","tensor([0.8657, 0.9620, 0.0000, 0.9304, 0.9495, 0.9653, 0.8442, 0.9345, 0.7286,
        0.9405, 0.9538, 0.7603, 0.9667, 0.9369, 0.9438, 0.9467, 0.8121, 0.9406,
        0.9783, 0.9480, 0.9284, 0.9292, 0.9822, 0.9371, 0.9405, 0.9737])",0.9526184797286988,0.0053111910820007
IID,EMNIST,0.01,False,"tensor([0.8611, 0.9632, 0.9512, 0.9379, 0.9425, 0.9568, 0.8466, 0.9321, 0.7333,
        0.9428, 0.9536, 0.7586, 0.9607, 0.9345, 0.9417, 0.9490, 0.8143, 0.9504,
        0.9770, 0.9505, 0.9334, 0.9329, 0.9797, 0.9350, 0.9460, 0.9798])","tensor([0.8628, 0.9633, 0.9516, 0.0000, 0.9545, 0.9616, 0.8458, 0.9344, 0.7303,
        0.9427, 0.9538, 0.7596, 0.9654, 0.9346, 0.9440, 0.9457, 0.8133, 0.9383,
        0.9770, 0.9503, 0.9274, 0.9315, 0.9797, 0.9372, 0.9405, 0.9748])",0.9430789351463318,0.0054094791412353
